Titre,Date_Depart,Date_Retour,Ville,Lien_Source,Lien_Facebook,Nom_Image_Locale,Trip_URL,Mois
"CARLOS & PAZ - 11th edition of Warsaw Bachata Meet Up!","20 Mar","23 Mar","Warsaw, Poland","https://placetodance.com/festivals/calendar/68779f2db9da100c7000babd","https://www.facebook.com/events/2062132247607016/","carlos___paz___11th_edition_of_warsaw_bachata_meet_up__38.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2003WAW11%3Fdestination_airports%3D0&campaign_id=100","March"
"Slovenia Bachata Festival 2026 Official Event","20 Mar","23 Mar","Ljubljana, Slovenia","https://placetodance.com/festivals/calendar/6925f18606f86dbdbfab2634","https://www.facebook.com/events/805386982442222/","slovenia_bachata_festival_2026_official_event_39.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2003LJU11%3Fdestination_airports%3D0&campaign_id=100","March"
"Brux Bachata Congress","26 Mar","30 Mar","Brussels, Belgium","https://placetodance.com/festivals/calendar/68779f2db9da100c7000bab9","https://www.facebook.com/events/680568977792299/","brux_bachata_congress_42.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2603BRU11%3Fdestination_airports%3D0&campaign_id=100","March"
"Cluj Kizomba Festival 8th Edition 2026","26 Mar","30 Mar","Cluj-Napoca, Romania","https://placetodance.com/festivals/calendar/68f68970cfd1f800ad2ef507","https://www.facebook.com/events/1312174937220660","cluj_kizomba_festival_8th_edition_2026_43.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2603CLJ11%3Fdestination_airports%3D0&campaign_id=100","March"
"AB INTERNATIONAL CONGRESS MADRID","27 Mar","30 Mar","Madrid, Spain","https://placetodance.com/festivals/calendar/6925cb9806f86dbdbfab248a","https://www.facebook.com/events/4029500163975590/","ab_international_congress_madrid_47.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2703MAD11%3Fdestination_airports%3D0&campaign_id=100","March"
"Oslo Bachata Festival 2026","27 Mar","30 Mar","Oslo, Norway","https://placetodance.com/festivals/calendar/6925cb9706f86dbdbfab245a","https://www.facebook.com/events/2225330411210780/","oslo_bachata_festival_2026_49.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2703OSL11%3Fdestination_airports%3D0&campaign_id=100","March"
"Riisca Festival 2026 - 3ème Edition","27 Mar","30 Mar","Toulouse, France","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b5fe","https://www.facebook.com/events/1214833346659732/","riisca_festival_2026___3_me_edition_52.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2703TLS11%3Fdestination_airports%3D0&campaign_id=100","March"
"FEELING KIZOMBA FESTIVAL 2026 - Ven con Elsa y Sergi","28 Apr","3 May","Barcelona, Spain","N/A","Non trouvé","feeling_kizomba_festival_2026___ven_con_elsa_y_sergi_0.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2804BCN11%3Fdestination_airports%3D0&campaign_id=100","May"
"Adam Bachata Festival 2026","5 Nov","9 Nov","Amsterdam, Netherlands","https://placetodance.com/festivals/calendar/6925cb9606f86dbdbfab2436","https://www.facebook.com/events/1564388308322653/","adam_bachata_festival_2026_1.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0511AMS11%3Fdestination_airports%3D0&campaign_id=100","November"
"Kizz Ryders ONE Sofia Edition 2026","6 Nov","9 Nov","Sofia, Bulgaria","https://placetodance.com/festivals/calendar/68f680a0cfd1f800ad2ef4cc","https://www.facebook.com/events/1194642955309259","kizz_ryders_one_sofia_edition_2026_4.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0611SOF11%3Fdestination_airports%3D0&campaign_id=100","November"
"Kizomba & Semba Champions Festival 2026 - save the date","13 Nov","16 Nov","Warsaw, Poland","https://placetodance.com/festivals/calendar/6913a421caf0f6bef34db76c","https://www.facebook.com/events/705498828523259/","kizomba___semba_champions_festival_2026___save_the_date_7.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1311WAW11%3Fdestination_airports%3D0&campaign_id=100","November"
"HOT ICE KIZ Festival 2026 11th edition","26 Nov","1 Dec","Riga, Latvia","https://placetodance.com/festivals/calendar/6925f58b06f86dbdbfab26a4","https://www.facebook.com/events/854072490821364/","hot_ice_kiz_festival_2026_11th_edition_10.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2611RIX11%3Fdestination_airports%3D0&campaign_id=100","November"
"BcnDanceLife BACHATA CONGRESS 2026","2 Oct","5 Oct","Barcelona, Spain","https://placetodance.com/festivals/calendar/6925f18206f86dbdbfab2598","https://www.facebook.com/events/1717552742243584/","bcndancelife_bachata_congress_2026_2.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0210BCN11%3Fdestination_airports%3D0&campaign_id=100","October"
"Bachata Geneva Festival 2026 - The Festival of Nations","8 Oct","12 Oct","Geneva\, Switzerland","https://placetodance.com/festivals/calendar/6925cb9806f86dbdbfab2478","https://www.facebook.com/events/25450512424556376/","bachata_geneva_festival_2026___the_festival_of_nations_6.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0810GVA11%3Fdestination_airports%3D0&campaign_id=100","October"
"Mi Bachata Festival (Slovakia)","9 Oct","11 Oct","Bratislava, Slovakia","https://placetodance.com/festivals/calendar/6925f18406f86dbdbfab25ec","https://www.facebook.com/events/2916772541827896/","mi_bachata_festival__slovakia__9.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0910BTS11%3Fdestination_airports%3D0&campaign_id=100","October"
"Official - Tokoos Kizomba Festival 2nd Edition","16 Oct","19 Oct","Paris, France","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b612","https://www.facebook.com/events/583177408136654/","official___tokoos_kizomba_festival_2nd_edition_14.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1610ORY11%3Fdestination_airports%3D0&campaign_id=100","October"
"Bachata Festival London UK - Autumn Edition 1 (16-19 October 2026)","16 Oct","19 Oct","London, United Kingdom","https://placetodance.com/festivals/calendar/6925f18406f86dbdbfab25e0","https://www.facebook.com/events/2908811605996425/","bachata_festival_london_uk___autumn_edition_1__16_19_october_2026__15.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1610LCY11%3Fdestination_airports%3D0&campaign_id=100","October"
"TKF 2026 - TOULOUSE KIZOMBA FESTIVAL","16 Oct","19 Oct","Toulouse, France","https://placetodance.com/festivals/calendar/6913a420caf0f6bef34db74b","https://www.facebook.com/events/1738253163540211/","tkf_2026___toulouse_kizomba_festival_16.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1610TLS11%3Fdestination_airports%3D0&campaign_id=100","October"
"Kizomba Festival London UK - Autumn Edition 2 (16-19 October 2026)","16 Oct","19 Oct","London, United Kingdom","https://placetodance.com/festivals/calendar/6925cb9a06f86dbdbfab24b4","https://www.facebook.com/events/672329758932580/","kizomba_festival_london_uk___autumn_edition_2__16_19_october_2026__18.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1610LCY11%3Fdestination_airports%3D0&campaign_id=100","October"
"Oslo Cuban Salsa Festival 2026","23 Oct","26 Oct","Oslo, Norway","https://placetodance.com/festivals/calendar/68e80f546eb94a22fac268b6","https://www.facebook.com/events/1253548329905733/","oslo_cuban_salsa_festival_2026_20.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2310OSL11%3Fdestination_airports%3D0&campaign_id=100","October"
"KIZOMBA NO PÉ - Festa da Kizomba - 2026","24 Oct","26 Oct","Bordeaux, France","https://placetodance.com/festivals/calendar/6913a421caf0f6bef34db778","https://www.facebook.com/events/809344208548588/","kizomba_no_p____festa_da_kizomba___2026_21.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2410BOD11%3Fdestination_airports%3D0&campaign_id=100","October"
"Kizomba Open Festival Madrid  2026- Official Event","29 Oct","2 Nov","Madrid, Spain","https://placetodance.com/festivals/calendar/6913a420caf0f6bef34db758","https://www.facebook.com/events/4035586653369369/","kizomba_open_festival_madrid__2026__official_event_22.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2910MAD11%3Fdestination_airports%3D0&campaign_id=100","October"
"GLOBAL TARRAXO FESTIVAL PARIS 2026","30 Oct","2 Nov","Paris, France","https://placetodance.com/festivals/calendar/6913a421caf0f6bef34db770","https://www.facebook.com/events/806650825328201/","global_tarraxo_festival_paris_2026_24.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY3010ORY11%3Fdestination_airports%3D0&campaign_id=100","October"
"Copenhagen Kizomba Festival 2026","4 Sep","7 Sep","Copenhagen, Denmark","https://placetodance.com/festivals/calendar/68e7b3dd6eb94a22fac267f1","https://www.facebook.com/events/606626482383900/","copenhagen_kizomba_festival_2026_2.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0409CPH11%3Fdestination_airports%3D0&campaign_id=100","September"
"PRAGUE KWANZA FESTIVAL – Summer edition 2026","4 Sep","7 Sep","Prague, Czech Republic","https://placetodance.com/festivals/calendar/68e80f546eb94a22fac268bc","https://www.facebook.com/events/1404081320681213/","prague_kwanza_festival___summer_edition_2026_3.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0409PRG11%3Fdestination_airports%3D0&campaign_id=100","September"
"ALPES BACHATA CONGRESS (Official Event)","4 Sep","7 Sep","Annecy, France","https://placetodance.com/festivals/calendar/68fd1816e9c5d223fe32c8c8","https://www.facebook.com/events/1266732434772793/","alpes_bachata_congress__official_event__4.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0409NCY11%3Fdestination_airports%3D0&campaign_id=100","September"
"Aura Kiz Festival – Second Edition (Turku)","4 Sep","7 Sep","Turku, Finland","https://placetodance.com/festivals/calendar/68f680a0cfd1f800ad2ef4ea","https://www.facebook.com/events/711782341878891","aura_kiz_festival___second_edition__turku__5.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0409TKU11%3Fdestination_airports%3D0&campaign_id=100","September"
"CONTRATEMPO – 10th Edition (Bordeaux)","11 Sep","14 Sep","Bordeaux, France","https://placetodance.com/festivals/calendar/68e80f556eb94a22fac268dd","https://www.facebook.com/events/835316032991591/","contratempo___10th_edition__bordeaux__9.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1109BOD11%3Fdestination_airports%3D0&campaign_id=100","September"
"MUKUA Festival Paris 2026 - Official Event - 5th Edition","11 Sep","14 Sep","Paris, France","https://placetodance.com/festivals/calendar/68f680a0cfd1f800ad2ef4c6","https://www.facebook.com/events/1092253766354820","mukua_festival_paris_2026___official_event___5th_edition_11.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1109ORY11%3Fdestination_airports%3D0&campaign_id=100","September"
"Único Warsaw Bachata Festival 2026","18 Sep","20 Sep","Warsaw, Poland","https://placetodance.com/festivals/calendar/68fd1816e9c5d223fe32c8d8","https://www.facebook.com/events/1642771840019495/","_nico_warsaw_bachata_festival_2026_15.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1809WAW11%3Fdestination_airports%3D0&campaign_id=100","September"
"Vienna Bachata Congress 2026","18 Sep","21 Sep","Vienna, Austria","https://placetodance.com/festivals/calendar/68fd1218e9c5d223fe32c891","https://www.facebook.com/events/1252721403322475/","vienna_bachata_congress_2026_16.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1809VIE11%3Fdestination_airports%3D0&campaign_id=100","September"
"15 Urodziny LOFToDANCE | Save the date!","19 Sep","20 Sep","Krakow, Poland","https://placetodance.com/festivals/calendar/6925f18506f86dbdbfab2610","https://www.facebook.com/events/661539059905301/","15_urodziny_loftodance___save_the_date__19.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1909KRK11%3Fdestination_airports%3D0&campaign_id=100","September"
"Prague Salsa Marathon 2026 - autumn edition","24 Sep","29 Sep","Prague, Czechia","https://placetodance.com/festivals/calendar/68fd1816e9c5d223fe32c8f3","https://www.facebook.com/events/2259520767809335/","prague_salsa_marathon_2026___autumn_edition_22.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2409PRG11%3Fdestination_airports%3D0&campaign_id=100","September"
"Croatian Summer Bachata Festival 2026","24 Sep","25 Sep","Zadar , Croatia","https://placetodance.com/festivals/calendar/68779f2db9da100c7000baf1","https://www.facebook.com/events/929175116059015/","croatian_summer_bachata_festival_2026_23.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2409ZAD11%3Fdestination_airports%3D0&campaign_id=100","September"
"Scandinavians biggest bachata festival Malm Bachata Festival (Sweden) 25-27 Sep 2026","25 Sep","28 Sep","Malmo, Sweden","https://placetodance.com/festivals/calendar/6925f18406f86dbdbfab25d4","https://www.facebook.com/events/24833272262994323/","scandinavians_biggest_bachata_festival_malm_bachata_festival__sweden__25_27_sep_2026_29.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2509MMA11%3Fdestination_airports%3D0&campaign_id=100","September"
"Afrofestival Malaga 11th Edition (Official Event - Butterflies)","29 Sep","6 Oct","Málaga, Spain","https://placetodance.com/festivals/calendar/68e81f0f6eb94a22fac268f7","https://www.facebook.com/events/1731902040836829/","afrofestival_malaga_11th_edition__official_event___butterflies__31.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2909AGP11%3Fdestination_airports%3D0&campaign_id=100","September"
